sba_physical_declaration_number,sba_eidl_declaration_number,fema_disaster_number,sba_disaster_number,damaged_property_city_name,damaged_property_zip_code,damaged_property_county/parish_name,damaged_property_state_code,total_verified_loss,verified_loss_real_estate,verified_loss_content,total_approved_loan_amount,approved_amount_real_estate,approved_amount_content,year,incident_type
15446,15447,4357,AS-00007,OTTOVILLE,96799,TERRITORY OF AMERICAN SAMOA,AS,12800,8800,4000,11900,7900,4000,2018,Hurricane
15446,15447,4357,AS-00007,PAGO PAGO,96799,TERRITORY OF AMERICAN SAMOA,AS,27098489,20291265,6807224,9444600,6885300,2559300,2018,Hurricane
15497,15498,4362,AL-00087,ANNISTON,36206,CALHOUN,AL,4150,2150,2000,2200,200,2000,2018,Severe Storm
15497,15498,4362,AL-00087,ANNISTON,36207,CALHOUN,AL,23682,5682,18000,0,0,0,2018,Severe Storm
15497,15498,4362,AL-00087,CULLMAN,35055,CULLMAN,AL,3482298,2548194,934104,979500,751200,228300,2018,Severe Storm
15497,15498,4362,AL-00087,CULLMAN,35057,CULLMAN,AL,317903,213228,104675,154500,124000,30500,2018,Severe Storm
15497,15498,4362,AL-00087,CULLMAN,35058,CULLMAN,AL,500,0,500,0,0,0,2018,Severe Storm
15497,15498,4362,AL-00087,GADSDEN,35901,ETOWAH,AL,17908,17908,0,11500,11500,0,2018,Severe Storm
15497,15498,4362,AL-00087,GADSDEN,35903,ETOWAH,AL,10004,10004,0,0,0,0,2018,Severe Storm
15497,15498,4362,AL-00087,HANCEVILLE,35077,CULLMAN,AL,37369,37369,0,2700,2700,0,2018,Severe Storm
15497,15498,4362,AL-00087,JACKSONVILLE,36265,CALHOUN,AL,5648049,4367090,1280959,1568300,1165300,403000,2018,Severe Storm
15497,15498,4362,AL-00087,OHATCHEE,36271,CALHOUN,AL,101734,84959,16775,76600,61500,15100,2018,Severe Storm
15497,15498,4362,AL-00087,PIEDMONT,36272,CALHOUN,AL,161425,154925,6500,14500,14500,0,2018,Severe Storm
15497,15498,4362,AL-00087,RAINBOW CITY,35906,ETOWAH,AL,1534838,1324983,209855,344400,294200,50200,2018,Severe Storm
15497,15498,4362,AL-00087,SOUTHSIDE,35907,ETOWAH,AL,1063952,884807,179145,464600,382200,82400,2018,Severe Storm
15497,15498,4362,AL-00087,WEAVER,36277,CALHOUN,AL,19945,17445,2500,20000,17500,2500,2018,Severe Storm
15497,15498,4362,AL-00087,WELLINGTON,36279,CALHOUN,AL,795997,704527,91470,262900,222900,40000,2018,Severe Storm
15512,15513,4363,IN-00062,ARGOS,46501,MARSHALL,IN,11050,7050,4000,0,0,0,2018,Flood
15512,15513,4363,IN-00062,AURORA,47001,DEARBORN,IN,75883,51158,24725,55800,35900,19900,2018,Flood
15512,15513,4363,IN-00062,BOURBON,46504,MARSHALL,IN,31972,31802,170,29800,29600,200,2018,Flood
15512,15513,4363,IN-00062,BREMEN,46506,MARSHALL,IN,207087,179087,28000,141800,117700,24100,2018,Flood
15512,15513,4363,IN-00062,BRISTOL,46507,ELKHART,IN,178544,131264,47280,161100,113800,47300,2018,Flood
15512,15513,4363,IN-00062,BROOKSTON,47923,CARROLL,IN,655273,519383,135890,357000,289100,67900,2018,Flood
15512,15513,4363,IN-00062,CHARLESTOWN,47111,CLARK,IN,184213,157558,26655,137400,114700,22700,2018,Flood
15512,15513,4363,IN-00062,CLARKSVILLE,47129,CLARK,IN,100401,95061,5340,7500,2100,5400,2018,Flood
15512,15513,4363,IN-00062,CORYDON,47112,HARRISON,IN,9425,9425,0,9500,9500,0,2018,Flood
15512,15513,4363,IN-00062,CROWN POINT,46307,LAKE,IN,15749,11249,4500,12100,7600,4500,2018,Flood
15512,15513,4363,IN-00062,DELPHI,46923,CARROLL,IN,104092,77642,26450,0,0,0,2018,Flood
15512,15513,4363,IN-00062,DILLSBORO,47018,DEARBORN,IN,34730,23205,11525,11600,0,11600,2018,Flood
15512,15513,4363,IN-00062,ELIZABETH,47117,HARRISON,IN,215735,191970,23765,20300,6700,13600,2018,Flood
15512,15513,4363,IN-00062,ELKHART,46514,ELKHART,IN,456838,372148,84690,301800,247400,54400,2018,Flood
15512,15513,4363,IN-00062,ELKHART,46516,ELKHART,IN,895566,579501,316065,478400,285900,192500,2018,Flood
15512,15513,4363,IN-00062,ELKHART,46517,ELKHART,IN,367348,299098,68250,231300,189600,41700,2018,Flood
15512,15513,4363,IN-00062,EVANSVILLE,47711,VANDERBURGH,IN,37130,32130,5000,33100,28100,5000,2018,Flood
15512,15513,4363,IN-00062,EVANSVILLE,47712,VANDERBURGH,IN,39486,38346,1140,25000,25000,0,2018,Flood
15512,15513,4363,IN-00062,EVANSVILLE,47715,VANDERBURGH,IN,10594,9894,700,4300,3600,700,2018,Flood
15512,15513,4363,IN-00062,EVANSVILLE,47720,VANDERBURGH,IN,35031,35031,0,35100,35100,0,2018,Flood
15512,15513,4363,IN-00062,FLORENCE,47020,SWITZERLAND,IN,45828,30398,15430,0,0,0,2018,Flood
15512,15513,4363,IN-00062,GARY,46403,LAKE,IN,32680,24480,8200,32700,24500,8200,2018,Flood
15512,15513,4363,IN-00062,GARY,46404,LAKE,IN,13403,10433,2970,13500,10500,3000,2018,Flood
15512,15513,4363,IN-00062,GARY,46406,LAKE,IN,11680,10155,1525,11800,10300,1500,2018,Flood
15512,15513,4363,IN-00062,GARY,46408,LAKE,IN,180150,132785,47365,108000,65700,42300,2018,Flood
15512,15513,4363,IN-00062,GARY,46409,LAKE,IN,218968,143343,75625,52000,44200,7800,2018,Flood
15512,15513,4363,IN-00062,GARY,46410,LAKE,IN,10517,6987,3530,0,0,0,2018,Flood
15512,15513,4363,IN-00062,GOSHEN,46526,ELKHART,IN,114898,79828,35070,101200,72800,28400,2018,Flood
15512,15513,4363,IN-00062,GOSHEN,46528,ELKHART,IN,73103,72663,440,37000,36500,500,2018,Flood
15512,15513,4363,IN-00062,GRANGER,46530,ELKHART,IN,44871,39331,5540,33400,27800,5600,2018,Flood
15512,15513,4363,IN-00062,GRANGER,46530,ST JOSEPH,IN,22210,13660,8550,18900,10300,8600,2018,Flood
15512,15513,4363,IN-00062,GRIFFITH,46319,LAKE,IN,62198,37008,25190,59900,35700,24200,2018,Flood
15512,15513,4363,IN-00062,HAMMOND,46323,LAKE,IN,36267,22402,13865,0,0,0,2018,Flood
15512,15513,4363,IN-00062,HANOVER,47243,JEFFERSON,IN,414511,324531,89980,207600,151800,55800,2018,Flood
15512,15513,4363,IN-00062,HOBART,46342,LAKE,IN,118049,93874,24175,85600,72600,13000,2018,Flood
15512,15513,4363,IN-00062,JEFFERSONVILLE,47130,CLARK,IN,1082675,818985,263690,373500,250400,123100,2018,Flood
15512,15513,4363,IN-00062,JEFFERSONVLLE,47130,CLARK,IN,58454,42004,16450,46900,30400,16500,2018,Flood
15512,15513,4363,IN-00062,KINGSFORD HEIGHTS,46346,LA PORTE,IN,18091,18091,0,18100,18100,0,2018,Flood
15512,15513,4363,IN-00062,KNOX,46534,STARKE,IN,300899,251114,49785,165400,115500,49900,2018,Flood
15512,15513,4363,IN-00062,LA CROSSE,46348,LA PORTE,IN,72423,62273,10150,20100,9900,10200,2018,Flood
15512,15513,4363,IN-00062,LA PORTE,46350,LA PORTE,IN,52498,44598,7900,31500,28600,2900,2018,Flood
15512,15513,4363,IN-00062,LAKE STATION,46405,LAKE,IN,100970,81365,19605,55300,42400,12900,2018,Flood
15512,15513,4363,IN-00062,LAKEVILLE,46536,MARSHALL,IN,29695,25425,4270,26100,21800,4300,2018,Flood
15512,15513,4363,IN-00062,LAPAZ,46537,MARSHALL,IN,23578,10078,13500,13500,0,13500,2018,Flood
15512,15513,4363,IN-00062,LAWRENCEBURG,47025,DEARBORN,IN,8455,6430,2025,8500,6400,2100,2018,Flood
15512,15513,4363,IN-00062,LOWELL,46356,LAKE,IN,14525,11575,2950,0,0,0,2018,Flood
15512,15513,4363,IN-00062,MADISON,47250,JEFFERSON,IN,54199,39711,14488,39100,29000,10100,2018,Flood
15512,15513,4363,IN-00062,MERRILLVILLE,46410,LAKE,IN,56474,41474,15000,25000,10000,15000,2018,Flood
15512,15513,4363,IN-00062,MICHIGAN CITY,46360,LA PORTE,IN,94765,67830,26935,63300,41700,21600,2018,Flood
15512,15513,4363,IN-00062,MICHIGAN CITY,46360,PORTER,IN,8317,6367,1950,7500,5500,2000,2018,Flood
15512,15513,4363,IN-00062,MISHAWAKA,46544,ST JOSEPH,IN,27247,16172,11075,27300,16200,11100,2018,Flood
15512,15513,4363,IN-00062,MISHAWAKA,46545,ST JOSEPH,IN,172696,144450,28246,111700,100600,11100,2018,Flood
15512,15513,4363,IN-00062,MONTICELLO,47960,CARROLL,IN,510432,392764,117668,274000,197300,76700,2018,Flood
15512,15513,4363,IN-00062,MONTICELLO,47960,WHITE,IN,70651,49951,20700,45600,25700,19900,2018,Flood
15512,15513,4363,IN-00062,MOORES HILL,47032,DEARBORN,IN,14511,14511,0,0,0,0,2018,Flood
15512,15513,4363,IN-00062,NABB,47147,CLARK,IN,53897,44997,8900,0,0,0,2018,Flood
15512,15513,4363,IN-00062,NAPPANEE,46550,ELKHART,IN,19254,15154,4100,0,0,0,2018,Flood
15512,15513,4363,IN-00062,NEW ALBANY,47150,FLOYD,IN,38082,34782,3300,30500,27700,2800,2018,Flood
15512,15513,4363,IN-00062,NEW CARLISLE,46552,ST JOSEPH,IN,58194,48819,9375,20000,12000,8000,2018,Flood
15512,15513,4363,IN-00062,NORTH JUDSON,46366,STARKE,IN,12939,12939,0,12500,12500,0,2018,Flood
15512,15513,4363,IN-00062,NORTH LIBERTY,46554,ST JOSEPH,IN,41630,28705,12925,15900,12500,3400,2018,Flood
15512,15513,4363,IN-00062,OSCEOLA,46561,ST JOSEPH,IN,427269,358139,69130,265900,218100,47800,2018,Flood
15512,15513,4363,IN-00062,PALMYRA,47164,HARRISON,IN,23567,19747,3820,0,0,0,2018,Flood
15512,15513,4363,IN-00062,PATRIOT,47038,SWITZERLAND,IN,169847,118447,51400,0,0,0,2018,Flood
15512,15513,4363,IN-00062,PLYMOUTH,46563,MARSHALL,IN,425397,304787,120610,249300,201900,47400,2018,Flood
15512,15513,4363,IN-00062,PORTAGE,46368,PORTER,IN,4175,0,4175,4200,0,4200,2018,Flood
15512,15513,4363,IN-00062,RENSSELAER,47978,JASPER,IN,9346,5846,3500,0,0,0,2018,Flood
15512,15513,4363,IN-00062,RICHLAND,47634,SPENCER,IN,25094,23744,1350,25000,23700,1300,2018,Flood
15512,15513,4363,IN-00062,RISING SUN,47040,OHIO,IN,39223,30518,8705,31800,25400,6400,2018,Flood
15512,15513,4363,IN-00062,ROCHESTER,46975,FULTON,IN,3427,3427,0,0,0,0,2018,Flood
15512,15513,4363,IN-00062,ROLLING PRAIRIE,46371,LA PORTE,IN,23435,15735,7700,23500,15800,7700,2018,Flood
15512,15513,4363,IN-00062,SAN PIERRE,46374,STARKE,IN,19686,10326,9360,19700,10300,9400,2018,Flood
15512,15513,4363,IN-00062,SOUTH BEND,46601,ST JOSEPH,IN,7748,6248,1500,6900,5400,1500,2018,Flood
15512,15513,4363,IN-00062,SOUTH BEND,46613,ST JOSEPH,IN,11612,7612,4000,5200,5200,0,2018,Flood
15512,15513,4363,IN-00062,SOUTH BEND,46614,ST JOSEPH,IN,179679,125204,54475,150300,103000,47300,2018,Flood
15512,15513,4363,IN-00062,SOUTH BEND,46615,ST JOSEPH,IN,47191,28352,18839,37800,18900,18900,2018,Flood
15512,15513,4363,IN-00062,SOUTH BEND,46616,ST JOSEPH,IN,192389,108819,83570,60100,23700,36400,2018,Flood
15512,15513,4363,IN-00062,SOUTH BEND,46617,ST JOSEPH,IN,438229,333793,104436,203700,140900,62800,2018,Flood
15512,15513,4363,IN-00062,SOUTH BEND,46619,ST JOSEPH,IN,7651,5151,2500,0,0,0,2018,Flood
15512,15513,4363,IN-00062,SOUTH BEND,46628,ST JOSEPH,IN,19317,10317,9000,19400,10400,9000,2018,Flood
15512,15513,4363,IN-00062,SOUTH BEND,46635,ST JOSEPH,IN,478,478,0,0,0,0,2018,Flood
15512,15513,4363,IN-00062,SOUTH BEND,46637,ST JOSEPH,IN,143123,120897,22226,9900,8400,1500,2018,Flood
15512,15513,4363,IN-00062,UTICA,47130,CLARK,IN,810370,712865,97505,339700,273800,65900,2018,Flood
15512,15513,4363,IN-00062,VALPARAISO,46383,PORTER,IN,14390,14390,0,13600,13600,0,2018,Flood
15512,15513,4363,IN-00062,WHEATFIELD,46392,JASPER,IN,17930,17930,0,18000,18000,0,2018,Flood
15516,15517,4364,NC-00097,GIBSONVILLE,27249,GUILFORD,NC,15746,15746,0,0,0,0,2018,Severe Storm
15516,15517,4364,NC-00097,GREENSBORO,27401,GUILFORD,NC,858745,593968,264777,377900,232100,145800,2018,Severe Storm
15516,15517,4364,NC-00097,GREENSBORO,27404,GUILFORD,NC,19585,19585,0,0,0,0,2018,Severe Storm
15516,15517,4364,NC-00097,GREENSBORO,27405,GUILFORD,NC,1516392,1107943,408449,583500,385000,198500,2018,Severe Storm
15516,15517,4364,NC-00097,GREENSBORO,27406,GUILFORD,NC,2650,0,2650,2700,0,2700,2018,Severe Storm
15516,15517,4364,NC-00097,REIDSVILLE,27320,ROCKINGHAM,NC,241707,209437,32270,116800,88200,28600,2018,Severe Storm
15516,15517,4364,NC-00097,RUFFIN,27326,ROCKINGHAM,NC,93258,67658,25600,0,0,0,2018,Severe Storm
15567,15568,4366,HI-00049,HAWAII NATIONAL PARK,96718,HAWAII,HI,91240,73240,18000,90300,72300,18000,2018,Volcanic Eruption
15567,15568,4366,HI-00049,HILO,96720,HAWAII,HI,28649,28649,0,28700,28700,0,2018,Volcanic Eruption
15567,15568,4366,HI-00049,KEAAU,96749,HAWAII,HI,38048,38048,0,0,0,0,2018,Volcanic Eruption
15567,15568,4366,HI-00049,MOUNTAIN VIEW,96771,HAWAII,HI,48172,48172,0,39900,39900,0,2018,Volcanic Eruption
15567,15568,4366,HI-00049,PAHOA,96749,HAWAII,HI,25755,0,25755,0,0,0,2018,Volcanic Eruption
15567,15568,4366,HI-00049,PAHOA,96778,HAWAII,HI,97430091,86135280,11294811,27509900,22911800,4598100,2018,Volcanic Eruption
15567,15568,4366,HI-00049,PEPEEKEO,96783,HAWAII,HI,16428,15153,1275,16500,15200,1300,2018,Volcanic Eruption
15567,15568,4366,HI-00049,VOLCANO,96785,HAWAII,HI,201353,194013,7340,100600,99000,1600,2018,Volcanic Eruption
15578,15579,4365,HI-00045,ANAHOLA,96703,KAUAI,HI,437391,305914,131477,83500,69100,14400,2018,Flood
15578,15579,4365,HI-00045,HAENA,96714,KAUAI,HI,65978,40978,25000,54500,29500,25000,2018,Flood
15578,15579,4365,HI-00045,HANALEI,96714,KAUAI,HI,4154495,3094997,1059498,1343400,946300,397100,2018,Flood
15578,15579,4365,HI-00045,HONOLULU,96821,HONOLULU,HI,8376604,6459859,1916745,2055300,1369400,685900,2018,Flood
15578,15579,4365,HI-00045,HONOLULU,96821,KALAWAO,HI,377022,321652,55370,0,0,0,2018,Flood
15578,15579,4365,HI-00045,HONOLULU,96825,HONOLULU,HI,145704,117544,28160,145300,117000,28300,2018,Flood
15578,15579,4365,HI-00045,KAILUA,96734,HONOLULU,HI,68546,67096,1450,33900,33900,0,2018,Flood
15578,15579,4365,HI-00045,KAMUELA,96743,HONOLULU,HI,108659,102409,6250,107500,101200,6300,2018,Flood
15578,15579,4365,HI-00045,KAPAA,96746,KAUAI,HI,769236,563551,205685,407800,339400,68400,2018,Flood
15578,15579,4365,HI-00045,KILAUEA,96754,KAUAI,HI,254822,195202,59620,217000,195200,21800,2018,Flood
15578,15579,4365,HI-00045,KOLOA,96756,KAUAI,HI,527320,353235,174085,302600,214600,88000,2018,Flood
15578,15579,4365,HI-00045,LAWAI,96765,KAUAI,HI,15506,11696,3810,15600,11700,3900,2018,Flood
15578,15579,4365,HI-00045,PRINCEVILLE,96722,KAUAI,HI,50921,50921,0,0,0,0,2018,Flood
15578,15579,4365,HI-00045,WAIMANALO,96795,HONOLULU,HI,142301,92976,49325,125100,75700,49400,2018,Flood
15696,15697,4393,NC-00099,BUNNLEVEL,28323,HARNETT,NC,19065,19065,0,19100,19100,0,2018,Hurricane
15696,15697,4393,NC-00099,ABERDEEN,28315,HOKE,NC,172203,155143,17060,57800,57300,500,2018,Hurricane
15696,15697,4393,NC-00099,ABERDEEN,28315,MOORE,NC,56074,56074,0,53900,53900,0,2018,Hurricane
15696,15697,4393,NC-00099,ALBERTSON,28508,DUPLIN,NC,292197,222507,69690,237500,187000,50500,2018,Hurricane
15696,15697,4393,NC-00099,ALLIANCE,28509,PAMLICO,NC,36077,35482,595,19000,19000,0,2018,Hurricane
15696,15697,4393,NC-00099,ANGIER,27501,HARNETT,NC,16415,16415,0,0,0,0,2018,Hurricane
15696,15697,4393,NC-00099,ANGIER,27501,JOHNSTON,NC,71017,62817,8200,51900,43700,8200,2018,Hurricane
15696,15697,4393,NC-00099,ANSONVILLE,28170,ANSON,NC,2655,0,2655,2700,0,2700,2018,Hurricane
15696,15697,4393,NC-00099,APEX,27523,CHATHAM,NC,8565,8565,0,8600,8600,0,2018,Hurricane
15696,15697,4393,NC-00099,ARAPAHOE,28510,PAMLICO,NC,1992280,1601175,391105,1048100,808000,240100,2018,Hurricane
15696,15697,4393,NC-00099,ASH,28420,BRUNSWICK,NC,1368393,1045243,323150,538100,340100,198000,2018,Hurricane
15696,15697,4393,NC-00099,ATKINSON,28421,PENDER,NC,1652915,1241096,411819,1068300,784400,283900,2018,Hurricane
15696,15697,4393,NC-00099,ATLANTIC,28511,CARTERET,NC,138333,124673,13660,111400,97700,13700,2018,Hurricane
15696,15697,4393,NC-00099,ATLANTIC BCH,28512,CARTERET,NC,49411,36251,13160,24100,17200,6900,2018,Hurricane
15696,15697,4393,NC-00099,ATLANTIC BEACH,28512,CARTERET,NC,2103663,1573883,529780,1210700,890500,320200,2018,Hurricane
15696,15697,4393,NC-00099,AURORA,27806,BEAUFORT,NC,1010208,807493,202715,420500,346200,74300,2018,Hurricane
15696,15697,4393,NC-00099,AUTRYVILLE,28318,BLADEN,NC,49299,35039,14260,0,0,0,2018,Hurricane
15696,15697,4393,NC-00099,AUTRYVILLE,28318,CUMBERLAND,NC,13261,13261,0,2700,2700,0,2018,Hurricane
15696,15697,4393,NC-00099,AUTRYVILLE,28318,SAMPSON,NC,129078,125378,3700,107400,105200,2200,2018,Hurricane
15696,15697,4393,NC-00099,AYDEN,28513,PITT,NC,112722,92472,20250,105800,85600,20200,2018,Hurricane
15696,15697,4393,NC-00099,BALD HEAD ISLAND,28461,BRUNSWICK,NC,671539,506589,164950,585400,451100,134300,2018,Hurricane
15696,15697,4393,NC-00099,BATH,27808,BEAUFORT,NC,367720,324235,43485,123100,100300,22800,2018,Hurricane
15696,15697,4393,NC-00099,BAYBORO,28515,PAMLICO,NC,1074470,855355,219115,482200,379500,102700,2018,Hurricane
15696,15697,4393,NC-00099,BEAUFORT,28516,BEAUFORT,NC,79337,71937,7400,0,0,0,2018,Hurricane
15696,15697,4393,NC-00099,BEAUFORT,28516,CARTERET,NC,10869530,8679784,2189746,5650700,4531400,1119300,2018,Hurricane
15696,15697,4393,NC-00099,BELHAVEN,27810,BEAUFORT,NC,845348,666518,178830,435500,338800,96700,2018,Hurricane
15696,15697,4393,NC-00099,BELVILLE,28451,BRUNSWICK,NC,383163,295119,88044,272000,235500,36500,2018,Hurricane
15696,15697,4393,NC-00099,BENNETT,27208,CHATHAM,NC,14400,14400,0,0,0,0,2018,Hurricane
15696,15697,4393,NC-00099,BENSON,27504,HARNETT,NC,78507,78507,0,76800,76800,0,2018,Hurricane
15696,15697,4393,NC-00099,BENSON,27504,JOHNSTON,NC,183505,179550,3955,122500,118900,3600,2018,Hurricane
15696,15697,4393,NC-00099,BEULAVILLE,28518,DUPLIN,NC,3905618,2905163,1000455,1494400,1160400,334000,2018,Hurricane
15696,15697,4393,NC-00099,BEULAVILLE,28518,ONSLOW,NC,524415,428070,96345,342300,294100,48200,2018,Hurricane
15696,15697,4393,NC-00099,BLACK CREEK,27813,WILSON,NC,16298,14298,2000,0,0,0,2018,Hurricane
15696,15697,4393,NC-00099,BLADENBORO,28320,BLADEN,NC,1432713,1142767,289946,598300,482200,116100,2018,Hurricane
15696,15697,4393,NC-00099,BLADENBORO,28320,COLUMBUS,NC,45478,38738,6740,0,0,0,2018,Hurricane
15696,15697,4393,NC-00099,BLNG SPG LKS,28461,BRUNSWICK,NC,43025,21030,21995,42000,21100,20900,2018,Hurricane
15696,15697,4393,NC-00099,BLOUNTS CREEK,27814,BEAUFORT,NC,228313,151493,76820,162100,118100,44000,2018,Hurricane
15696,15697,4393,NC-00099,BOGUE,28570,CARTERET,NC,114777,109077,5700,0,0,0,2018,Hurricane
15696,15697,4393,NC-00099,BOILING SPRING LAKES,28461,BRUNSWICK,NC,619748,568898,50850,472600,426800,45800,2018,Hurricane
15696,15697,4393,NC-00099,BOILING SPRINGS LAKE,28461,BRUNSWICK,NC,56483,49258,7225,0,0,0,2018,Hurricane
15696,15697,4393,NC-00099,BOILING SPRINGS LAKES,28461,BRUNSWICK,NC,26839,11324,15515,22900,7300,15600,2018,Hurricane
15696,15697,4393,NC-00099,BOLIVIA,28422,BRUNSWICK,NC,4154877,3186897,967980,1957000,1441500,515500,2018,Hurricane
15696,15697,4393,NC-00099,BOLTON,28423,BLADEN,NC,98042,93292,4750,0,0,0,2018,Hurricane
15696,15697,4393,NC-00099,BOLTON,28423,COLUMBUS,NC,1270178,1003889,266289,743400,600100,143300,2018,Hurricane
15696,15697,4393,NC-00099,BRIDGETON,28519,CRAVEN,NC,1624224,1116469,507755,513800,294100,219700,2018,Hurricane
15696,15697,4393,NC-00099,BROADWAY,27505,HARNETT,NC,126599,124989,1610,42100,40600,1500,2018,Hurricane
15696,15697,4393,NC-00099,BROWNS SUMMIT,27214,GUILFORD,NC,26959,22409,4550,22200,17600,4600,2018,Hurricane
15696,15697,4393,NC-00099,BUNNLEVEL,28323,HARNETT,NC,309199,258474,50725,272200,222300,49900,2018,Hurricane
15696,15697,4393,NC-00099,BURGAW,28425,PENDER,NC,28152512,20600477,7552035,14636400,10711900,3924500,2018,Hurricane
15696,15697,4393,NC-00099,CALABASH,28467,BRUNSWICK,NC,459259,401789,57470,212600,192200,19100,2018,Hurricane
15696,15697,4393,NC-00099,CAMERON,28326,HARNETT,NC,250589,230849,19740,173500,159800,13700,2018,Hurricane
15696,15697,4393,NC-00099,CAMERON,28326,MOORE,NC,102807,74477,28330,59100,46700,12400,2018,Hurricane
15696,15697,4393,NC-00099,CAMP LEJEUNE,28542,ONSLOW,NC,8200,0,8200,8200,0,8200,2018,Hurricane
15696,15697,4393,NC-00099,CAMP LEJEUNE,28547,ONSLOW,NC,77318,0,77318,66800,0,66800,2018,Hurricane
15696,15697,4393,NC-00099,CAPE CARTERET,28584,CARTERET,NC,3566428,2739683,826745,2311600,1725000,586600,2018,Hurricane
15696,15697,4393,NC-00099,CAROLINA BEACH,28428,NEW HANOVER,NC,2060846,1532893,527953,1178300,827300,351000,2018,Hurricane
15696,15697,4393,NC-00099,CAROLINA SHORES,28467,BRUNSWICK,NC,73078,69578,3500,55000,51500,3500,2018,Hurricane
15696,15697,4393,NC-00099,CARRBORO,27510,ORANGE,NC,80565,40865,39700,39700,0,39700,2018,Hurricane
15696,15697,4393,NC-00099,CARTHAGE,28327,MOORE,NC,277581,254181,23400,134800,126400,8400,2018,Hurricane
15696,15697,4393,NC-00099,CASTLE HAYNE,28429,NEW HANOVER,NC,6008760,4706955,1301805,2986300,2332300,654000,2018,Hurricane
15696,15697,4393,NC-00099,CEDAR GROVE,27231,ORANGE,NC,52671,49721,2950,35700,32700,3000,2018,Hurricane
15696,15697,4393,NC-00099,CEDAR ISLAND,28520,CARTERET,NC,195316,153541,41775,91400,68600,22800,2018,Hurricane
15696,15697,4393,NC-00099,CEDAR POINT,28584,CARTERET,NC,1380439,1103679,276760,891200,698500,192700,2018,Hurricane
15696,15697,4393,NC-00099,CERRO GORDO,28430,COLUMBUS,NC,129382,126722,2660,66600,66600,0,2018,Hurricane
15696,15697,4393,NC-00099,CHADBOURN,28431,COLUMBUS,NC,735122,583492,151630,396700,288300,108400,2018,Hurricane
15696,15697,4393,NC-00099,CHAPEL HILL,27514,ORANGE,NC,128596,40646,87950,47400,0,47400,2018,Hurricane
15696,15697,4393,NC-00099,CHAPEL HILL,27516,ONSLOW,NC,24935,22935,2000,25000,23000,2000,2018,Hurricane
15696,15697,4393,NC-00099,CHAPEL HILL,27516,ORANGE,NC,50887,42512,8375,41300,32900,8400,2018,Hurricane
15696,15697,4393,NC-00099,CHAPEL HILL,27517,CHATHAM,NC,5686,5686,0,5000,5000,0,2018,Hurricane
15696,15697,4393,NC-00099,CHAPEL HILL,27517,ORANGE,NC,33115,33115,0,30600,30600,0,2018,Hurricane
15696,15697,4393,NC-00099,CHARLOTTE,28254,PENDER,NC,15884,15884,0,0,0,0,2018,Hurricane
15696,15697,4393,NC-00099,CHINQUAPIN,28521,DUPLIN,NC,1406359,945712,460647,942300,630700,311600,2018,Hurricane
15696,15697,4393,NC-00099,CHOCOWINITY,27817,BEAUFORT,NC,811836,677991,133845,428400,366700,61700,2018,Hurricane
15696,15697,4393,NC-00099,CLARENDON,28432,COLUMBUS,NC,53186,42506,10680,42500,31800,10700,2018,Hurricane
15696,15697,4393,NC-00099,CLARKTON,28433,BLADEN,NC,1083648,844443,239205,523700,386600,137100,2018,Hurricane
15696,15697,4393,NC-00099,CLARKTON,28433,COLUMBUS,NC,462405,404054,58351,334100,313200,20900,2018,Hurricane
15696,15697,4393,NC-00099,CLARKTON,28456,BLADEN,NC,56714,45044,11670,0,0,0,2018,Hurricane
15696,15697,4393,NC-00099,CLAYTON,27520,JOHNSTON,NC,88210,86210,2000,26500,24500,2000,2018,Hurricane
15696,15697,4393,NC-00099,CLINTON,28328,CUMBERLAND,NC,18072,14072,4000,17100,13100,4000,2018,Hurricane
15696,15697,4393,NC-00099,CLINTON,28328,SAMPSON,NC,1973287,1510248,463039,1038800,791100,247700,2018,Hurricane
15696,15697,4393,NC-00099,COATS,27521,HARNETT,NC,42873,35323,7550,43000,35400,7600,2018,Hurricane
15696,15697,4393,NC-00099,COLFAX,27235,GUILFORD,NC,105021,81421,23600,87400,63800,23600,2018,Hurricane
15696,15697,4393,NC-00099,CORDOVA,28330,RICHMOND,NC,18112,13012,5100,0,0,0,2018,Hurricane
15696,15697,4393,NC-00099,COUNCIL,28434,BLADEN,NC,472782,417609,55173,283400,237900,45500,2018,Hurricane
15696,15697,4393,NC-00099,COVE CITY,28523,CRAVEN,NC,447011,431711,15300,205900,197500,8400,2018,Hurricane
15696,15697,4393,NC-00099,CURRIE,28435,BLADEN,NC,20567,19367,1200,20600,19400,1200,2018,Hurricane
15696,15697,4393,NC-00099,CURRIE,28435,PENDER,NC,5387589,4082719,1304870,2188300,1722400,447900,2018,Hurricane
15696,15697,4393,NC-00099,DAVIS,28524,CARTERET,NC,1195050,975630,219420,801600,599700,201900,2018,Hurricane
15696,15697,4393,NC-00099,DEEP RUN,28525,LENOIR,NC,107257,106587,670,72300,71600,700,2018,Hurricane
15696,15697,4393,NC-00099,DELCO,28436,COLUMBUS,NC,1761693,1366648,395045,720100,526800,193300,2018,Hurricane
15696,15697,4393,NC-00099,DOVER,28526,CRAVEN,NC,173258,156448,16810,124100,107600,16500,2018,Hurricane
15696,15697,4393,NC-00099,DOVER,28526,JONES,NC,128169,105829,22340,51100,35200,15900,2018,Hurricane
15696,15697,4393,NC-00099,DOVER,28526,LENOIR,NC,41119,36119,5000,17400,12400,5000,2018,Hurricane
